method,pdt,repl,type,mrae
trmf,0.1,92,w,0.47264186615054765
trmf,0.1,92,o,9.034645253350847e-05
trmf,0.1,93,overall,0.2603385497753225
trmf,0.1,93,w,0.4704756574649799
trmf,0.1,93,o,8.494445023542214e-05
trmf,0.1,94,overall,0.2647141708905762
trmf,0.1,94,w,0.4802357202237508
trmf,0.1,94,o,9.431644021839015e-05
trmf,0.1,95,overall,0.25593174216266384
trmf,0.1,95,w,0.4626445286557719
trmf,0.1,95,o,8.412396529051829e-05
trmf,0.1,96,overall,0.2558498881234293
trmf,0.1,96,w,0.46483418700065393
trmf,0.1,96,o,0.00010003437998182629
trmf,0.1,97,overall,0.2512322054288098
trmf,0.1,97,w,0.4562271835842461
trmf,0.1,97,o,8.700287542685733e-05
trmf,0.1,98,overall,0.25598991630909707
trmf,0.1,98,w,0.46401786442443305
trmf,0.1,98,o,9.763849076054957e-05
trmf,0.1,99,overall,0.25847601779717666
trmf,0.1,99,w,0.4685869672592164
trmf,0.1,99,o,8.596898545174435e-05
trmf,0.2,1,overall,0.2604703957878522
trmf,0.2,1,w,0.4692316457030201
trmf,0.2,1,o,9.622676812575328e-05
trmf,0.2,10,overall,0.26087830088373887
trmf,0.2,10,w,0.4696784164001036
trmf,0.2,10,o,9.045327727507902e-05
trmf,0.2,100,overall,0.2581805167466422
trmf,0.2,100,w,0.4653180219359589
trmf,0.2,100,o,9.368651744657528e-05
trmf,0.2,11,overall,0.26254852834627707
trmf,0.2,11,w,0.4731562642058869
trmf,0.2,11,o,9.467815102372489e-05
trmf,0.2,12,overall,0.2601689643810056
trmf,0.2,12,w,0.46825753103000645
trmf,0.2,12,o,8.507961626065513e-05
trmf,0.2,13,overall,0.2635226125485487
trmf,0.2,13,w,0.4750597998032667
trmf,0.2,13,o,8.888537813828785e-05
trmf,0.2,14,overall,0.25629077940992656
trmf,0.2,14,w,0.46135881708048143
trmf,0.2,14,o,9.118197432681195e-05
trmf,0.2,15,overall,0.2603819634112842
trmf,0.2,15,w,0.4690315201342944
trmf,0.2,15,o,8.858939224074775e-05
trmf,0.2,16,overall,0.25856029762866645
trmf,0.2,16,w,0.46594272117044006
trmf,0.2,16,o,8.919503362348362e-05
trmf,0.2,17,overall,0.25841091629883733
trmf,0.2,17,w,0.4655809442874757
trmf,0.2,17,o,8.675607882442516e-05
trmf,0.2,18,overall,0.26168401586941137
trmf,0.2,18,w,0.47125473862737444
trmf,0.2,18,o,8.680186166434298e-05
trmf,0.2,19,overall,0.2611622533759124
trmf,0.2,19,w,0.47055195160069846
trmf,0.2,19,o,9.729034043067238e-05
trmf,0.2,2,overall,0.2596555904877624
trmf,0.2,2,w,0.46785790744320044
trmf,0.2,2,o,8.573274032410279e-05
trmf,0.2,20,overall,0.2666109157218062
trmf,0.2,20,w,0.4801290997250472
trmf,0.2,20,o,9.471154326970351e-05
trmf,0.2,21,overall,0.2606449217587806
trmf,0.2,21,w,0.4695145273621007
trmf,0.2,21,o,9.656122828365328e-05
trmf,0.2,22,overall,0.25942992517958396
trmf,0.2,22,w,0.4673368427309915
trmf,0.2,22,o,9.194387791579035e-05
trmf,0.2,23,overall,0.25906201787826005
trmf,0.2,23,w,0.4666719044959152
trmf,0.2,23,o,9.152675892150037e-05
trmf,0.2,24,overall,0.262451296025339
trmf,0.2,24,w,0.4727184189198497
trmf,0.2,24,o,9.017022146842528e-05
trmf,0.2,25,overall,0.25653027782524607
trmf,0.2,25,w,0.4624642829175793
trmf,0.2,25,o,8.246577626760891e-05
trmf,0.2,26,overall,0.2573788480781811
trmf,0.2,26,w,0.4633975674664507
trmf,0.2,26,o,8.722715864622372e-05
trmf,0.2,27,overall,0.2550650309816094
trmf,0.2,27,w,0.4592112917352294
trmf,0.2,27,o,8.636866147993089e-05
trmf,0.2,28,overall,0.26262418152465594
trmf,0.2,28,w,0.4729689962894502
trmf,0.2,28,o,8.91436501113997e-05
trmf,0.2,29,overall,0.26182909214783096
trmf,0.2,29,w,0.4718923303705324
trmf,0.2,29,o,9.819652000242798e-05
trmf,0.2,3,overall,0.2603233710947845
trmf,0.2,3,w,0.46963691847635086
trmf,0.2,3,o,8.6721861347606e-05
trmf,0.2,30,overall,0.25757723030337826
trmf,0.2,30,w,0.4641427765208643
trmf,0.2,30,o,8.396760532490557e-05
trmf,0.2,31,overall,0.2604464528463018
trmf,0.2,31,w,0.468582300074902
trmf,0.2,31,o,9.189880174728483e-05
trmf,0.2,32,overall,0.25980674817477817
trmf,0.2,32,w,0.4678091832465739
trmf,0.2,32,o,9.487397226995245e-05
trmf,0.2,33,overall,0.2584284587492726
trmf,0.2,33,w,0.46536730462657055
trmf,0.2,33,o,8.678566127042788e-05
trmf,0.2,34,overall,0.2538344523073027
trmf,0.2,34,w,0.4570096978201282
